Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-11-02,1.8666670322418213,1.8666670322418213,1.8666670322418213,1.8666670322418213,300,0,0.0
2017-11-03,2.7233328819274902,2.828000068664551,1.9566669464111328,2.016666889190674,1570500,0,0.0
2017-11-06,2.00333309173584,2.1533329486846924,1.8666670322418213,1.8666670322418213,211800,0,0.0
2017-11-07,1.8666670322418213,1.909999966621399,1.8666670322418213,1.8666670322418213,97800,0,0.0
2017-11-08,1.8666670322418213,1.8833329677581787,1.8666670322418213,1.8666670322418213,355500,0,0.0
2017-11-09,1.8666670322418213,1.8766670227050781,1.8666670322418213,1.8669999837875366,104100,0,0.0
2017-11-10,1.8833329677581787,1.9199999570846558,1.8700000047683716,1.9066669940948486,29400,0,0.0
2017-11-13,1.9199999570846558,2.062999963760376,1.9066669940948486,1.9900000095367432,65400,0,0.0
2017-11-14,2.049999952316284,2.1166670322418213,1.8833329677581787,1.9900000095367432,181200,0,0.0
2017-11-15,1.9700000286102295,2.0799999237060547,1.9299999475479126,2.0799999237060547,110400,0,0.0
2017-11-16,2.066667079925537,2.196666955947876,2.066667079925537,2.173332929611206,100800,0,0.0
2017-11-17,2.233333110809326,2.2966670989990234,2.196666955947876,2.2966670989990234,94200,0,0.0
2017-11-20,2.3333330154418945,2.613332986831665,2.326667070388794,2.446666955947876,168300,0,0.0
2017-11-21,2.549999952316284,2.549999952316284,2.4533329010009766,2.4733328819274902,120300,0,0.0
2017-11-22,2.5,2.500999927520752,2.299999952316284,2.316667079925537,69600,0,0.0
2017-11-24,2.2833330631256104,2.4033329486846924,2.2833330631256104,2.2899999618530273,76500,0,0.0
2017-11-27,2.2899999618530273,2.4000000953674316,2.2763330936431885,2.299999952316284,71400,0,0.0
2017-11-28,2.2899999618530273,2.2936670780181885,2.2360000610351562,2.266666889190674,18900,0,0.0
2017-11-29,2.2733330726623535,2.3499999046325684,2.180000066757202,2.259999990463257,76500,0,0.0
2017-11-30,2.2233328819274902,2.299999952316284,2.2133328914642334,2.25,8700,0,0.0
2017-12-01,2.1333329677581787,2.299999952316284,2.1333329677581787,2.2633330821990967,41100,0,0.0
2017-12-04,2.2633330821990967,2.2633330821990967,2.1333329677581787,2.1533329486846924,68400,0,0.0
2017-12-05,2.136667013168335,2.136667013168335,1.9600000381469727,1.9933329820632935,65400,0,0.0
2017-12-06,2.0,2.0366671085357666,1.9333330392837524,1.963333010673523,54000,0,0.0
2017-12-07,1.9700000286102295,2.086667060852051,1.9366669654846191,1.9666670560836792,21300,0,0.0
2017-12-08,1.9733330011367798,2.0799999237060547,1.9733330011367798,2.016666889190674,7500,0,0.0
2017-12-11,1.9933329820632935,2.066667079925537,1.9833329916000366,1.9866670370101929,56400,0,0.0
2017-12-12,2.0333330631256104,2.0366671085357666,1.8966670036315918,1.946666955947876,58800,0,0.0
2017-12-13,1.9500000476837158,2.0,1.8366669416427612,1.8433330059051514,61200,0,0.0
2017-12-14,1.8600000143051147,1.9299999475479126,1.8466670513153076,1.8466670513153076,46200,0,0.0
2017-12-15,1.850000023841858,1.899999976158142,1.6666669845581055,1.6666669845581055,162300,0,0.0
2017-12-18,1.6666669845581055,1.7400000095367432,1.6666669845581055,1.713333010673523,122100,0,0.0
2017-12-19,1.726667046546936,1.7466670274734497,1.6733330488204956,1.6733330488204956,81300,0,0.0
2017-12-20,1.7173329591751099,1.7173329591751099,1.6066670417785645,1.6066670417785645,79200,0,0.0
2017-12-21,1.6299999952316284,1.7366670370101929,1.6166670322418213,1.7200000286102295,44100,0,0.0
2017-12-22,1.6733330488204956,1.6766669750213623,1.649999976158142,1.649999976158142,48300,0,0.0
2017-12-26,1.6563329696655273,1.6833330392837524,1.6563329696655273,1.6699999570846558,31200,0,0.0
2017-12-27,1.6699999570846558,1.6733330488204956,1.636667013168335,1.6399999856948853,185100,0,0.0
2017-12-28,1.659999966621399,1.7050000429153442,1.6466670036315918,1.6833330392837524,17100,0,0.0
2017-12-29,1.6833330392837524,1.75,1.6833330392837524,1.75,20400,0,0.0
2018-01-02,1.75,1.8733329772949219,1.6866669654846191,1.8733329772949219,14700,0,0.0
