Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-08-09,14.964376738577178,15.562951237274595,14.964376738577178,15.432013511657715,3584100,0.0,0
2018-08-10,15.329132768295,15.413307529708227,14.97372960757793,15.338485717773438,337800,0.0,0
2018-08-13,15.385250547906749,15.450719410715188,15.151432161366479,15.432013511657715,212100,0.0,0
2018-08-14,15.422660562128977,15.450719410715188,15.291722836512097,15.432013511657715,199800,0.0,0
2018-08-15,15.44136845284723,15.460074354317433,15.151434115630908,15.366546630859375,82100,0.0,0
2018-08-16,15.338487778654073,15.460074354317433,15.282371858136418,15.366546630859375,227800,0.0,0
2018-08-17,15.357194900512697,15.460075582881462,15.338488997555995,15.357194900512695,107300,0.0,0
2018-08-20,15.422662734985353,15.478778656171073,15.273019089228118,15.422662734985352,69400,0.0,0
2018-08-21,15.45072210285985,15.600365753608218,15.375900277485664,15.56295394897461,66700,0.0,0
2018-08-22,15.562955138819923,15.94641724616634,15.525545115219211,15.937066078186035,86400,0.0,0
2018-08-23,15.89030379939744,16.70399290047973,15.89030379939744,16.54499626159668,229200,0.0,0
2018-08-24,16.507579424809535,16.83492555629383,16.46081645626588,16.554344177246094,70800,0.0,0
2018-08-27,16.694632597895634,16.694632597895634,15.778064981419522,16.18023109436035,71600,0.0,0
2018-08-28,16.273761014305453,16.816219655319205,15.946414882821161,16.554344177246094,56500,0.0,0
2018-08-29,16.638517214466624,16.72269019229813,16.170880442173253,16.451461791992188,42700,0.0,0
2018-08-30,16.301820601996717,16.57304904280647,15.759361936484233,16.273761749267578,81900,0.0,0
2018-08-31,16.08671267319073,16.33923528423987,15.787423510354923,16.31117820739746,82100,0.0,0
2018-09-04,16.311170448873742,16.722689507230722,16.245701588857525,16.601104736328125,154700,0.0,0
2018-09-05,16.72269214086236,16.81621986299763,16.544991431087567,16.797513961791992,56600,0.0,0
2018-09-06,16.81622026747672,18.3500703092671,16.797514365821147,17.863727569580078,318200,0.0,0
2018-09-07,17.891780299896368,17.891780299896368,17.09679929511872,17.751489639282227,511900,0.0,0
2018-09-10,17.76084446253815,17.77019741208532,16.96586158995579,17.723434448242188,325900,0.0,0
2018-09-11,17.667317124717854,17.76084483827546,16.226996757944637,17.67667007446289,393000,0.0,0
2018-09-12,17.723435324233886,17.742139440359967,17.38673625946504,17.629907608032227,93300,0.0,0
2018-09-13,17.648613695615644,17.723435512593596,17.199681009855116,17.686023712158203,342000,0.0,0
2018-09-14,17.6766721495334,17.723436903748315,17.321268936964902,17.545734405517578,90700,0.0,0
2018-09-17,17.611202425665628,17.723436046459675,17.246446279897526,17.66731834411621,73200,0.0,0
2018-09-18,17.667322024775597,17.667322024775597,17.07810029855885,17.45220947265625,122300,0.0,0
2018-09-19,17.498969160087118,17.61120278315942,16.97521641483319,17.433500289916992,305700,0.0,0
2018-09-20,17.545733912585728,17.58314393101369,16.55434434169037,16.92845344543457,206600,0.0,0
2018-09-21,16.937806886006225,17.910490583879778,16.741398485925576,17.386737823486328,1482300,0.0,0
2018-09-24,17.84502099798022,17.84502099798022,17.39609007845827,17.536380767822266,242500,0.0,0
2018-09-25,17.70473202888107,17.770200904685968,17.358679963192653,17.639263153076172,202000,0.0,0
2018-09-26,17.639260928127797,18.097544784849003,17.55508616016953,17.90113639831543,274000,0.0,0
2018-09-27,17.929195583147997,18.153661040589988,17.62055535617865,18.14430809020996,100800,0.0,0
2018-09-28,18.06013172752189,18.08819057618678,17.770197426888927,18.041427612304688,120100,0.0,0
2018-10-01,18.116251207842463,18.42489143796154,17.91048986516781,18.200424194335938,144200,0.0,0
2018-10-02,18.256541533705835,18.471654038680228,17.72343585446805,17.770198822021484,134400,0.0,0
2018-10-03,17.873080805157237,18.583889024356615,17.788906030259085,18.42489242553711,66200,0.0,0
2018-10-04,18.387481176563757,18.527771877663646,18.032077948184504,18.247190475463867,42800,0.0,0
2018-10-05,18.312658322599727,18.574535591476753,17.985312182476683,18.153661727905273,41900,0.0,0
2018-10-08,18.153661551855688,18.499713590091083,18.134955650568816,18.44359588623047,57200,0.0,0
2018-10-09,18.443597614679735,18.527772394466197,18.228485081400148,18.387481689453125,26700,0.0,0
2018-10-10,18.38747959681871,18.471654367025447,18.24718890777178,18.331363677978516,70000,0.0,0
2018-10-11,18.284600496607084,18.490361856520433,18.237837524204803,18.247190475463867,52300,0.0,0
2018-10-12,18.340718182651486,18.42489295999131,18.23783750281547,18.406187057495117,77300,0.0,0
2018-10-15,18.396833914571662,18.696121215820312,18.237837312796685,18.696121215820312,71400,0.0,0
2018-10-16,18.70547122874806,18.9112307700629,18.668059430022044,18.761587142944336,237900,0.0,0
2018-10-17,18.72417713328795,18.920583724975586,18.6306494203398,18.920583724975586,38100,0.0,0
2018-10-18,18.742884547225078,19.154403663222435,18.742884547225078,18.967350006103516,34100,0.0,0
2018-10-19,18.967349483624524,18.967349483624524,18.25654132480977,18.509065628051758,48100,0.0,0
2018-10-22,18.593237918253553,18.593237918253553,18.322009508658567,18.340715408325195,61800,0.0,0
2018-10-23,18.284599996087792,18.331364751102992,17.723437207049404,17.94790267944336,58200,0.0,0
2018-10-24,17.91049178957228,18.359422757273364,17.611204477771558,17.69537925720215,171200,0.0,0
2018-10-25,17.798255941149453,18.116249084472656,17.56443755834667,18.116249084472656,29200,0.0,0
2018-10-26,17.98531720798519,18.228488643341592,17.854379428906146,17.957260131835938,41300,0.0,0
2018-10-29,18.09754475979269,18.172366577441686,17.321267732724543,17.555086135864258,21200,0.0,0
2018-10-30,17.50832122392074,18.144307560036065,17.50832122392074,18.004016876220703,60300,0.0,0
2018-10-31,18.14430809020996,18.22848285973732,17.330621029969354,18.14430809020996,74100,0.0,0
2018-11-01,18.163012281205265,18.378124768017738,18.032074555996406,18.359418869018555,28000,0.0,0
2018-11-02,18.378123373265307,18.593235843752467,18.322007464419215,18.471651077270508,225900,0.0,0
2018-11-05,18.518421132567124,18.705476612246898,18.256545601687357,18.677417755126953,97100,0.0,0
2018-11-06,18.6961193150974,19.97744495018311,18.6961193150974,19.8371524810791,48700,0.0,0
2018-11-07,19.855860379313718,19.986799911392666,18.490361622823347,18.855117797851562,54000,0.0,0
2018-11-08,18.780296534961174,19.781039146388835,18.780296534961174,19.659454345703125,39900,0.0,0
2018-11-09,19.584627187145614,19.8745614666993,19.378865879681467,19.61268424987793,25000,0.0,0
2018-11-12,19.575274465025377,20.70695453361689,19.191812476172668,20.276729583740234,37500,0.0,0
2018-11-13,20.398318319022344,21.48323563754311,20.398318319022344,20.968835830688477,26500,0.0,0
2018-11-14,18.247188405865963,18.845762947411398,18.097544770479605,18.53712272644043,776100,0.0,0
2018-11-15,18.4808359708408,18.602789933959127,18.077446894718786,18.593408584594727,53000,0.06,0
2018-11-16,18.480838082912864,18.78103413964365,18.05868625981667,18.696603775024414,75900,0.0,0
2018-11-19,18.71536658849537,18.93113228190504,18.612173522382207,18.677841186523438,99400,0.0,0
2018-11-20,18.659076690673828,18.771651096451162,18.29321300318908,18.659076690673828,143700,0.0,0
2018-11-21,18.743506144826423,18.921748199842536,18.349498427548866,18.649694442749023,139600,0.0,0
2018-11-23,18.621555073258534,19.77543435666743,18.6121737226646,18.90298843383789,90000,0.0,0
2018-11-26,18.71536338398722,19.447090704054578,18.71536338398722,19.372041702270508,69400,0.0,0
2018-11-27,19.137516021728516,19.27823269606947,19.043704309064683,19.137516021728516,53300,0.0,0
2018-11-28,19.193802212528983,19.343902025430047,18.612172818439394,19.27823257446289,128000,0.0,0
2018-11-29,19.315757963526,19.99119906928589,19.024943266654187,19.540904998779297,74400,0.0,0
2018-11-30,19.606575601402206,20.160062817081247,19.25009318943919,20.038108825683594,95900,0.0,0
2018-12-03,20.26325262488668,20.26325262488668,19.062466661207843,19.437711715698242,46500,0.0,0
2018-12-04,19.456479561004514,19.456479561004514,18.265074632285316,18.781038284301758,75800,0.0,0
2018-12-06,18.57465008202912,19.29699804248721,18.490219707985453,18.9217529296875,103400,0.0,0
2018-12-07,18.818556169423495,19.071847241979217,18.096210139656076,18.518360137939453,78100,0.0,0
2018-12-10,18.415170190548647,18.76227302887922,18.37764657493198,18.61217498779297,85000,0.0,0
2018-12-11,18.67784265710448,18.790417082574063,18.537125967249846,18.61217498779297,56500,0.0,0
2018-12-12,18.790414362619643,18.790414362619643,18.518360584212587,18.584028244018555,75300,0.0,0
2018-12-13,18.612173283202846,18.612173283202846,17.21438428528459,17.439531326293945,75000,0.0,0
2018-12-14,17.19562125703925,17.72096434272228,17.19562125703925,17.355100631713867,84800,0.0,0
2018-12-17,17.270670821003037,17.636534543699216,17.05490512758271,17.402006149291992,82600,0.0,0
2018-12-18,17.46767115975351,17.73972309762705,16.989233142138808,17.092424392700195,29700,0.0,0
2018-12-19,17.026761529433802,17.25190857934204,16.182459644950498,16.332557678222656,39400,0.0,0
2018-12-20,16.041741256959334,16.26688828293128,15.572684505523737,15.919785499572754,101100,0.0,0
2018-12-21,15.96669417992278,16.12617356627678,15.291251230983612,15.797833442687988,349800,0.0,0
2018-12-24,15.947928405560031,15.947928405560031,15.131768929273479,15.563302040100098,32700,0.0,0
2018-12-26,15.685259321144791,17.251909161978237,15.685259321144791,16.37946319580078,37600,0.0,0
2018-12-27,16.210602011338924,17.767870286569817,15.985454984845129,17.589628219604492,80000,0.0,0
2018-12-28,17.62715241726644,18.75288747300904,17.195619303916402,18.26506805419922,65200,0.0,0
2018-12-31,18.293212890625004,18.396405946176788,17.402004367409226,18.293212890625,102600,0.0,0
